timestamp,event_type,user_id,ip_address,file_path,process_name,login_attempts,session_duration,data_transferred,hour_of_day,is_anomaly
2025-10-06 05:39:36.459856,PROCESS_START,user_91,192.168.1.175,,mysql,0,0,0,13,0
2025-10-06 05:40:36.459856,LOGOUT,user_69,192.168.1.166,,chrome,0,3340,0,14,0
2025-10-06 05:52:36.459856,LOGOUT,user_31,192.168.1.141,,chrome,0,2251,0,10,0
2025-10-06 05:56:36.459856,REGISTRY_CHANGE,user_42,192.168.1.230,,bash,0,0,0,18,0
2025-10-06 05:56:36.459856,REGISTRY_CHANGE,user_30,192.168.1.1,,chrome,0,0,0,18,0
2025-10-06 05:58:36.459856,PROCESS_START,user_7,192.168.1.183,,chrome,0,0,0,17,0
2025-10-06 06:05:36.459856,FILE_ACCESS,user_59,192.168.1.26,/var/log/,apache2,0,0,0,14,0
2025-10-06 06:05:36.459856,NETWORK_CONNECTION,user_19,192.168.1.83,,mysql,0,0,853309,16,0
2025-10-06 06:11:36.459856,REGISTRY_CHANGE,user_88,192.168.1.65,,ssh,0,0,0,10,0
2025-10-06 06:13:36.459856,PROCESS_START,user_89,192.168.1.12,,firefox,0,0,0,9,0
2025-10-06 06:15:36.459856,REGISTRY_CHANGE,user_71,192.168.1.228,,bash,0,0,0,15,0
2025-10-06 06:16:36.459856,LOGOUT,user_41,192.168.1.25,,chrome,0,1060,0,16,0
2025-10-06 06:20:36.459856,REGISTRY_CHANGE,user_43,192.168.1.140,,mysql,0,0,0,14,0
2025-10-06 06:26:36.459856,REGISTRY_CHANGE,user_80,192.168.1.23,,bash,0,0,0,9,0
2025-10-06 06:30:36.459856,REGISTRY_CHANGE,user_23,192.168.1.253,,mysql,0,0,0,12,0
2025-10-06 06:35:36.459856,PROCESS_START,user_85,192.168.1.248,,firefox,0,0,0,13,0
2025-10-06 06:41:36.459856,FILE_ACCESS,user_60,192.168.1.22,/usr/bin/,bash,0,0,0,9,0
2025-10-06 06:51:36.459856,LOGOUT,user_20,192.168.1.12,,ssh,0,445,0,18,0
2025-10-06 07:04:36.459856,PROCESS_START,user_2,192.168.1.165,,chrome,0,0,0,10,0
2025-10-06 07:04:36.459856,PROCESS_START,user_76,192.168.1.95,,mysql,0,0,0,15,0
2025-10-06 07:08:36.459856,LOGIN,user_99,192.168.1.138,,python,3,326,0,15,0
2025-10-06 07:11:36.459856,LOGOUT,user_54,192.168.1.122,,apache2,0,1476,0,18,0
2025-10-06 07:15:36.459856,NETWORK_CONNECTION,user_14,192.168.1.146,,apache2,0,0,825028,17,0
2025-10-06 07:16:36.459856,FILE_ACCESS,user_26,192.168.1.75,/usr/bin/,apache2,0,0,0,12,0
2025-10-06 07:16:36.459856,REGISTRY_CHANGE,user_59,192.168.1.196,,python,0,0,0,16,0
2025-10-06 07:19:36.459856,PROCESS_START,user_70,192.168.1.151,,ssh,0,0,0,11,0
2025-10-06 07:20:36.459856,NETWORK_CONNECTION,user_62,192.168.1.75,,apache2,0,0,647714,9,0
2025-10-06 07:20:36.459856,LOGIN,user_12,192.168.1.187,,apache2,1,1465,0,11,0
2025-10-06 07:25:36.459856,LOGIN,user_67,192.168.1.63,,apache2,5,1907,0,15,0
2025-10-06 07:34:36.459856,REGISTRY_CHANGE,user_47,192.168.1.233,,apache2,0,0,0,11,0
2025-10-06 07:44:36.459856,REGISTRY_CHANGE,user_5,192.168.1.56,,apache2,0,0,0,10,0
2025-10-06 07:46:36.459856,LOGIN,user_60,192.168.1.95,,apache2,1,3116,0,15,0
2025-10-06 07:50:36.459856,LOGOUT,user_70,192.168.1.110,,ssh,0,18,0,9,0
2025-10-06 07:52:36.459856,REGISTRY_CHANGE,user_68,192.168.1.45,,chrome,0,0,0,11,0
2025-10-06 07:53:36.459856,FILE_ACCESS,user_83,192.168.1.155,/var/log/,apache2,0,0,0,15,0
2025-10-06 07:56:36.459856,FILE_ACCESS,user_44,192.168.1.91,/root/.ssh/,mysql,0,0,0,14,1
2025-10-06 08:03:36.459856,NETWORK_CONNECTION,user_13,192.168.1.1,,chrome,0,0,475909,13,0
2025-10-06 08:07:36.459856,FILE_ACCESS,user_22,192.168.1.197,/usr/bin/,bash,0,0,0,8,0
2025-10-06 08:14:36.459856,FILE_ACCESS,user_18,192.168.1.82,/var/log/,apache2,0,0,0,15,0
2025-10-06 08:18:36.459856,LOGIN,user_65,192.168.1.9,,bash,2,2751,0,13,0
2025-10-06 08:25:36.459856,LOGOUT,user_70,192.168.1.245,,apache2,0,518,0,10,0
2025-10-06 08:33:36.459856,PROCESS_START,user_37,192.168.1.173,,apache2,0,0,0,10,0
2025-10-06 08:49:36.459856,NETWORK_CONNECTION,user_37,192.168.1.174,,mysql,0,0,616213,9,0
2025-10-06 09:00:36.459856,LOGIN,user_93,192.168.1.86,,mysql,1,3158,0,12,0
2025-10-06 09:02:36.459856,FILE_ACCESS,user_1,192.168.1.195,/home/user/documents/,apache2,0,0,0,12,0
2025-10-06 09:03:36.459856,PROCESS_START,user_56,192.168.1.221,,bash,0,0,0,15,0
2025-10-06 09:07:36.459856,PROCESS_START,user_68,192.168.1.69,,bash,0,0,0,12,0
2025-10-06 09:11:36.459856,LOGOUT,user_9,192.168.1.43,,chrome,0,69,0,15,0
2025-10-06 09:11:36.459856,PROCESS_START,user_46,192.168.1.249,,chrome,0,0,0,8,0
2025-10-06 09:16:36.459856,LOGIN,user_71,192.168.1.243,,bash,5,211,0,18,0
2025-10-06 09:21:36.459856,LOGIN,user_26,192.168.1.182,,firefox,5,2827,0,14,0
2025-10-06 09:24:36.459856,PROCESS_START,user_77,192.168.1.51,,bash,0,0,0,18,0
2025-10-06 09:30:36.459856,PROCESS_START,user_6,192.168.1.154,,bash,0,0,0,18,0
2025-10-06 09:31:36.459856,LOGOUT,user_41,192.168.1.64,,apache2,0,2209,0,12,0
2025-10-06 09:32:36.459856,FILE_ACCESS,user_27,192.168.1.72,/usr/bin/,bash,0,0,0,10,0
2025-10-06 09:38:36.459856,LOGOUT,user_85,192.168.1.146,,mysql,0,1430,0,8,0
2025-10-06 09:40:36.459856,NETWORK_CONNECTION,user_58,192.168.1.161,,ssh,0,0,33855,18,0
2025-10-06 09:49:36.459856,LOGIN,user_36,192.168.1.214,,mysql,4,2494,0,13,0
2025-10-06 09:52:36.459856,LOGOUT,user_19,192.168.1.191,,firefox,0,3365,0,10,0
2025-10-06 09:57:36.459856,LOGOUT,user_69,192.168.1.33,,apache2,0,2657,0,15,0
2025-10-06 09:58:36.459856,LOGOUT,user_38,192.168.1.24,,chrome,0,2173,0,3,1
2025-10-06 10:05:36.459856,LOGIN,user_34,192.168.1.57,,bash,5,915,0,16,0
2025-10-06 10:07:36.459856,LOGOUT,user_54,192.168.1.195,,mysql,0,464,0,8,0
2025-10-06 10:10:36.459856,LOGOUT,user_33,192.168.1.133,,apache2,0,1782,0,13,0
2025-10-06 10:10:36.459856,LOGOUT,user_78,192.168.1.140,,python,0,3217,0,18,0
2025-10-06 10:42:36.459856,PROCESS_START,user_73,192.168.1.207,,python,0,0,0,17,0
2025-10-06 10:42:36.459856,PROCESS_START,user_96,192.168.1.115,,python,0,0,0,13,0
2025-10-06 10:43:36.459856,LOGIN,user_88,192.168.1.165,,python,2,2470,0,13,0
2025-10-06 10:46:36.459856,LOGIN,user_72,192.168.1.187,,apache2,4,265,0,14,0
2025-10-06 10:48:36.459856,LOGOUT,user_24,192.168.1.241,,mysql,0,3421,0,16,0
2025-10-06 10:59:36.459856,REGISTRY_CHANGE,user_3,192.168.1.4,,python,0,0,0,10,0
2025-10-06 11:17:36.459856,REGISTRY_CHANGE,user_21,192.168.1.130,,ssh,0,0,0,15,0
2025-10-06 11:18:36.459856,LOGIN,user_71,192.168.1.77,,python,3,189,0,10,0
2025-10-06 11:23:36.459856,FILE_ACCESS,user_60,192.168.1.6,/etc/,bash,0,0,0,8,0
2025-10-06 11:32:36.459856,LOGOUT,user_88,192.168.1.4,,apache2,0,1362,0,13,0
2025-10-06 11:32:36.459856,NETWORK_CONNECTION,user_70,192.168.1.154,,bash,0,0,449137,8,0
2025-10-06 11:35:36.459856,LOGOUT,user_49,192.168.1.1,,mysql,0,803,0,10,0
2025-10-06 11:36:36.459856,PROCESS_START,user_46,192.168.1.144,,python,0,0,0,16,0
2025-10-06 11:36:36.459856,LOGIN,user_14,192.168.1.23,,ssh,4,2728,0,13,0
2025-10-06 11:42:36.459856,LOGIN,user_47,192.168.1.53,,python,4,132,0,11,0
2025-10-06 11:44:36.459856,FILE_ACCESS,user_41,192.168.1.34,/tmp/,mysql,0,0,0,17,0
2025-10-06 11:53:36.459856,LOGOUT,user_89,192.168.1.230,,mysql,0,526,0,8,0
2025-10-06 11:54:36.459856,LOGIN,user_73,192.168.1.183,,python,3,2428,0,13,0
2025-10-06 11:57:36.459856,PROCESS_START,user_37,192.168.1.121,,ssh,0,0,0,13,0
2025-10-06 12:01:36.459856,NETWORK_CONNECTION,user_91,192.168.1.67,,firefox,0,0,548716,13,0
2025-10-06 12:08:36.459856,REGISTRY_CHANGE,user_94,192.168.1.105,,mysql,0,0,0,10,0
2025-10-06 12:20:36.459856,REGISTRY_CHANGE,user_70,192.168.1.16,,chrome,0,0,0,9,0
2025-10-06 12:24:36.459856,REGISTRY_CHANGE,user_18,192.168.1.180,,bash,0,0,0,4,1
2025-10-06 12:25:36.459856,FILE_ACCESS,user_27,192.168.1.199,/var/log/,bash,0,0,0,12,0
2025-10-06 12:27:36.459856,LOGIN,user_22,192.168.1.203,,mysql,5,2358,0,12,0
2025-10-06 12:29:36.459856,LOGIN,user_82,192.168.1.17,,chrome,2,900,0,10,0
2025-10-06 12:31:36.459856,REGISTRY_CHANGE,user_63,192.168.1.173,,firefox,0,0,0,15,0
2025-10-06 12:36:36.459856,LOGIN,user_5,192.168.1.124,,apache2,1,3435,0,15,0
2025-10-06 12:37:36.459856,FILE_ACCESS,user_66,192.168.1.202,/etc/passwd,chrome,0,0,0,14,1
2025-10-06 12:41:36.459856,LOGOUT,user_54,192.168.1.4,,python,0,463,0,15,0
2025-10-06 12:45:36.459856,PROCESS_START,user_35,192.168.1.9,,python,0,0,0,18,0
2025-10-06 12:52:36.459856,LOGIN,user_10,192.168.1.130,,ssh,1,2101,0,14,0
2025-10-06 12:55:36.459856,PROCESS_START,user_54,192.168.1.210,,chrome,0,0,0,8,0
2025-10-06 13:04:36.459856,NETWORK_CONNECTION,user_3,192.168.1.93,,python,0,0,52600,15,0
2025-10-06 13:19:36.459856,REGISTRY_CHANGE,user_15,192.168.1.55,,apache2,0,0,0,15,0
2025-10-06 13:22:36.459856,REGISTRY_CHANGE,user_85,192.168.1.155,,chrome,0,0,0,10,0
2025-10-06 13:22:36.459856,FILE_ACCESS,user_38,192.168.1.10,/etc/passwd,mysql,0,0,0,12,1
2025-10-06 13:25:36.459856,LOGOUT,user_96,192.168.1.99,,ssh,0,541,0,16,0
2025-10-06 13:28:36.459856,LOGOUT,user_25,192.168.1.105,,apache2,0,2280,0,17,0
2025-10-06 13:29:36.459856,REGISTRY_CHANGE,user_71,192.168.1.198,,firefox,0,0,0,13,0
2025-10-06 13:35:36.459856,PROCESS_START,user_68,192.168.1.138,,bash,0,0,0,14,0
2025-10-06 13:36:36.459856,PROCESS_START,user_86,192.168.1.31,,ssh,0,0,0,18,0
2025-10-06 13:37:36.459856,FILE_ACCESS,user_58,192.168.1.53,/usr/bin/,apache2,0,0,0,12,0
2025-10-06 13:45:36.459856,LOGIN,user_35,192.168.1.48,,chrome,1,258,0,12,0
2025-10-06 13:47:36.459856,LOGOUT,user_15,192.168.1.23,,chrome,0,567,0,15,0
2025-10-06 13:48:36.459856,NETWORK_CONNECTION,user_85,192.168.1.232,,apache2,0,0,99553,17,0
2025-10-06 13:50:36.459856,PROCESS_START,user_8,192.168.1.94,,chrome,0,0,0,13,0
2025-10-06 13:50:36.459856,LOGOUT,user_52,192.168.1.193,,firefox,0,1057,0,14,0
2025-10-06 13:52:36.459856,LOGIN,user_66,192.168.1.174,,mysql,5,3403,0,17,0
2025-10-06 13:56:36.459856,REGISTRY_CHANGE,user_45,192.168.1.146,,ssh,0,0,0,14,0
2025-10-06 13:59:36.459856,REGISTRY_CHANGE,user_68,192.168.1.112,,ssh,0,0,0,15,0
2025-10-06 14:01:36.459856,FILE_ACCESS,user_73,192.168.1.226,/tmp/,ssh,0,0,0,9,0
2025-10-06 14:01:36.459856,NETWORK_CONNECTION,user_16,192.168.1.40,,apache2,0,0,936424,13,0
2025-10-06 14:08:36.459856,FILE_ACCESS,user_8,192.168.1.191,/var/log/,firefox,0,0,0,9,0
2025-10-06 14:12:36.459856,LOGOUT,user_88,192.168.1.100,,ssh,0,505,0,15,0
2025-10-06 14:14:36.459856,LOGIN,user_12,192.168.1.186,,mysql,3,102,0,17,0
2025-10-06 14:15:36.459856,FILE_ACCESS,user_17,192.168.1.207,/tmp/,chrome,0,0,0,3,1
2025-10-06 14:18:36.459856,PROCESS_START,user_6,192.168.1.93,,firefox,0,0,0,11,0
2025-10-06 14:42:36.459856,NETWORK_CONNECTION,user_9,192.168.1.187,,apache2,0,0,244972,5,1
2025-10-06 14:44:36.459856,FILE_ACCESS,user_32,192.168.1.78,/home/user/documents/,apache2,0,0,0,3,1
2025-10-06 14:52:36.459856,PROCESS_START,user_95,192.168.1.168,,chrome,0,0,0,11,0
2025-10-06 14:53:36.459856,LOGOUT,user_19,192.168.1.58,,firefox,0,2351,0,18,0
2025-10-06 14:58:36.459856,LOGOUT,user_52,192.168.1.18,,mysql,0,1037,0,18,0
2025-10-06 15:00:36.459856,LOGOUT,user_92,192.168.1.199,,firefox,0,3355,0,10,0
2025-10-06 15:08:36.459856,NETWORK_CONNECTION,user_79,192.168.1.99,,apache2,0,0,388551,17,0
2025-10-06 15:14:36.459856,LOGIN,user_75,192.168.1.200,,ssh,4,1578,0,10,0
2025-10-06 15:24:36.459856,PROCESS_START,user_30,192.168.1.139,,firefox,0,0,0,16,0
2025-10-06 15:24:36.459856,LOGOUT,user_66,192.168.1.5,,chrome,0,2144,0,9,0
2025-10-06 15:27:36.459856,FILE_ACCESS,user_30,192.168.1.12,/home/user/documents/,python,0,0,0,13,0
2025-10-06 15:36:36.459856,FILE_ACCESS,user_35,192.168.1.220,/root/.ssh/,bash,0,0,0,12,1
2025-10-06 15:36:36.459856,REGISTRY_CHANGE,user_54,192.168.1.45,,firefox,0,0,0,17,0
2025-10-06 15:37:36.459856,FILE_ACCESS,user_13,192.168.1.242,/usr/bin/,python,0,0,0,12,0
2025-10-06 15:38:36.459856,PROCESS_START,user_85,192.168.1.251,,firefox,0,0,0,17,0
2025-10-06 15:46:36.459856,FILE_ACCESS,user_61,192.168.1.224,/home/user/documents/,apache2,0,0,0,2,1
2025-10-06 15:51:36.459856,FILE_ACCESS,user_31,192.168.1.22,/tmp/,bash,0,0,0,16,0
2025-10-06 15:55:36.459856,REGISTRY_CHANGE,user_25,192.168.1.220,,firefox,0,0,0,3,1
2025-10-06 15:58:36.459856,NETWORK_CONNECTION,user_6,192.168.1.74,,mysql,0,0,13515,10,0
2025-10-06 16:07:36.459856,LOGOUT,user_6,192.168.1.171,,chrome,0,343,0,13,0
2025-10-06 16:17:36.459856,LOGOUT,user_39,192.168.1.232,,bash,0,2285,0,8,0
2025-10-06 16:19:36.459856,REGISTRY_CHANGE,user_5,192.168.1.35,,mysql,0,0,0,13,0
2025-10-06 16:27:36.459856,NETWORK_CONNECTION,user_85,192.168.1.232,,firefox,0,0,255233,16,0
2025-10-06 16:27:36.459856,LOGOUT,user_57,192.168.1.65,,mysql,0,848,0,15,0
2025-10-06 16:28:36.459856,NETWORK_CONNECTION,user_61,192.168.1.39,,python,0,0,411384,11,0
2025-10-06 16:44:36.459856,REGISTRY_CHANGE,user_43,192.168.1.201,,python,0,0,0,17,0
2025-10-06 16:44:36.459856,FILE_ACCESS,user_43,192.168.1.173,/usr/bin/,mysql,0,0,0,14,0
2025-10-06 16:45:36.459856,REGISTRY_CHANGE,user_21,192.168.1.60,,apache2,0,0,0,12,0
2025-10-06 16:46:36.459856,FILE_ACCESS,user_87,192.168.1.218,/usr/bin/,firefox,0,0,0,10,0
2025-10-06 16:47:36.459856,LOGOUT,user_67,192.168.1.208,,firefox,0,3465,0,13,0
2025-10-06 16:51:36.459856,LOGOUT,user_80,192.168.1.31,,python,0,807,0,18,0
2025-10-06 16:58:36.459856,LOGIN,user_50,192.168.1.138,,mysql,2,2354,0,17,0
2025-10-06 17:00:36.459856,NETWORK_CONNECTION,user_87,192.168.1.31,,ssh,0,0,792782,18,0
2025-10-06 17:06:36.459856,PROCESS_START,user_46,192.168.1.183,,chrome,0,0,0,8,0
2025-10-06 17:07:36.459856,PROCESS_START,user_100,192.168.1.163,,apache2,0,0,0,16,0
2025-10-06 17:19:36.459856,PROCESS_START,user_79,192.168.1.59,,ssh,0,0,0,12,0
